Order ID,Sale ID,Date,Order,Transaction type,Sale type,Sales channel,POS location,Billing country,Billing region,Billing city,Shipping country,Shipping region,Shipping city,Product type,Product vendor,Product,Variant,Variant SKU,Net quantity,Gross sales,Discounts,Returns,Net sales,Shipping,Taxes,Total sales
4826201718960,15517473046704,2023-01-01T14:28:21-05:00,#2641,shipping,order,Online Store,,Canada,Quebec,Blainville,Canada,Quebec,Blainville,,,,,,0,0.000,0.000,0.000,0.000,5.990,0.300,6.290
4826201718960,15517473013936,2023-01-01T14:28:21-05:00,#2641,product,order,Online Store,,Canada,Quebec,Blainville,Canada,Quebec,Blainville,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-XS,,1,44.750,0.000,0.000,44.750,0.000,2.240,46.990
4826371948720,15518001397936,2023-01-01T17:20:55-05:00,#2642,product,order,Online Store,,Canada,Manitoba,Winnipeg,Canada,Manitoba,Winnipeg,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-S,,2,93.500,0.000,0.000,93.500,0.000,4.680,98.180
4739157721264,15518252040368,2023-01-01T18:55:44-05:00,#2432,product,return,Online Store,,Canada,Ontario,Ottawa,Canada,Ontario,Ottawa,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-L,,-2,0.000,0.000,-87.980,-87.980,0.000,-11.440,-99.420
4827172208816,15520479871152,2023-01-02T11:00:26-05:00,#2643,product,order,Online Store,,Canada,Quebec,Quebec,Canada,Quebec,Quebec,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-XS,,1,44.750,0.000,0.000,44.750,0.000,2.240,46.990
4827172208816,15520479903920,2023-01-02T11:00:26-05:00,#2643,product,order,Online Store,,Canada,Quebec,Quebec,Canada,Quebec,Quebec,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-S,,1,46.750,0.000,0.000,46.750,0.000,2.340,49.090
4716557271216,15521316307120,2023-01-02T14:22:10-05:00,#2329,product,return,Online Store,,Canada,Alberta,Red Deer,Canada,Alberta,Red Deer,,,Single XL High Top Boot,,,-1,0.000,0.000,-27.200,-27.200,0.000,-1.360,-28.560
4716557271216,15521316339888,2023-01-02T14:22:10-05:00,#2329,product,return,Online Store,,Canada,Alberta,Red Deer,Canada,Alberta,Red Deer,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-XL,,-1,0.000,0.000,-54.400,-54.400,0.000,-2.720,-57.120
4827463712944,15521399210160,2023-01-02T14:40:32-05:00,#2644,product,order,Online Store,,Canada,Alberta,Stony Plain,Canada,Alberta,Stony Plain,,DOGORA,Medical Snuggie,S,,2,82.980,0.000,0.000,82.980,0.000,4.150,87.130
4749604520112,15521639366832,2023-01-02T15:36:31-05:00,#2460,product,return,Online Store,,Canada,Ontario,Ottawa,Canada,Ontario,Ottawa,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-M,,-1,0.000,0.000,-42.070,-42.070,0.000,-5.470,-47.540
4749604520112,15521639334064,2023-01-02T15:36:31-05:00,#2460,unknown,return,Online Store,,Canada,Ontario,Ottawa,Canada,Ontario,Ottawa,,,,,,0,0.000,0.000,-1.000,-1.000,0.000,0.000,-1.000
4792361353392,15521647820976,2023-01-02T15:38:07-05:00,#2556,product,return,Online Store,,Canada,Ontario,Oshawa,Canada,Ontario,Oshawa,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-XL,,-2,0.000,0.000,-108.800,-108.800,0.000,-14.140,-122.940
4827616280752,15521897742512,2023-01-02T16:37:52-05:00,#2645,product,order,Online Store,,Canada,Quebec,Montréal,Canada,Quebec,Montréal,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-XS,,1,44.750,0.000,0.000,44.750,0.000,2.240,46.990
4827616280752,15521897709744,2023-01-02T16:37:52-05:00,#2645,product,order,Online Store,,Canada,Quebec,Montréal,Canada,Quebec,Montréal,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-S,,1,46.750,0.000,0.000,46.750,0.000,2.340,49.090
4827825111216,15522587214000,2023-01-02T19:45:50-05:00,#2646,product,order,Online Store,,United States,California,Beaumont,United States,California,Beaumont,,DOGORA,Hoodie,XL,,1,77.310,0.000,0.000,77.310,0.000,0.000,77.310
4827825111216,15522587246768,2023-01-02T19:45:50-05:00,#2646,shipping,order,Online Store,,United States,California,Beaumont,United States,California,Beaumont,,,,,,0,0.000,0.000,0.000,0.000,21.700,0.000,21.700
4828433973424,15524474159280,2023-01-03T09:12:57-05:00,#2647,product,order,Online Store,,Canada,Ontario,Vancouver,Canada,Ontario,Burlington,Clothing,DOGORA,DOGORA™ Clinic Starter Kit,Starter Kit,,1,179.000,0.000,0.000,179.000,0.000,23.270,202.270
4828616720560,15525078499504,2023-01-03T12:06:26-05:00,#2648,product,order,Online Store,,Canada,Ontario,Sudbury,Canada,Ontario,Sudbury,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-XS,,2,89.500,-11.630,0.000,77.870,0.000,10.120,87.990
4828637397168,15525151441072,2023-01-03T12:23:17-05:00,#2649,product,order,Online Store,,Canada,Ontario,Richmond Hill,Canada,Ontario,Richmond Hill,,DOGORA,Clinic Order Medical Snuggie,XS,,4,64.760,0.000,0.000,64.760,0.000,8.420,73.180
4828637397168,15525151539376,2023-01-03T12:23:17-05:00,#2649,product,order,Online Store,,Canada,Ontario,Richmond Hill,Canada,Ontario,Richmond Hill,,DOGORA,Clinic Order Medical Snuggie,M2,,5,113.450,0.000,0.000,113.450,0.000,14.750,128.200
4828637397168,15525151572144,2023-01-03T12:23:17-05:00,#2649,product,order,Online Store,,Canada,Ontario,Richmond Hill,Canada,Ontario,Richmond Hill,,DOGORA,Clinic Order Medical Snuggie,XL,,2,53.980,0.000,0.000,53.980,0.000,7.020,61.000
4828637397168,15525151473840,2023-01-03T12:23:17-05:00,#2649,product,order,Online Store,,Canada,Ontario,Richmond Hill,Canada,Ontario,Richmond Hill,,DOGORA,Clinic Order Medical Snuggie,S,,5,88.950,0.000,0.000,88.950,0.000,11.560,100.510
4828637397168,15525151506608,2023-01-03T12:23:17-05:00,#2649,product,order,Online Store,,Canada,Ontario,Richmond Hill,Canada,Ontario,Richmond Hill,,DOGORA,Clinic Order Medical Snuggie,M1,,5,97.250,0.000,0.000,97.250,0.000,12.640,109.890
4828674457776,15525273370800,2023-01-03T12:54:26-05:00,#2650,product,order,Online Store,,Canada,Ontario,Toronto,Canada,Ontario,Toronto,,DOGORA,Clinic Order Medical Snuggie,L,,3,76.170,0.000,0.000,76.170,0.000,9.900,86.070
4828674457776,15525273272496,2023-01-03T12:54:26-05:00,#2650,product,order,Online Store,,Canada,Ontario,Toronto,Canada,Ontario,Toronto,,DOGORA,Clinic Order Medical Snuggie,M1,,1,19.450,0.000,0.000,19.450,0.000,2.530,21.980
4828674457776,15525273305264,2023-01-03T12:54:26-05:00,#2650,product,order,Online Store,,Canada,Ontario,Toronto,Canada,Ontario,Toronto,,DOGORA,Clinic Order Medical Snuggie,S,,3,53.370,0.000,0.000,53.370,0.000,6.940,60.310
4828674457776,15525273338032,2023-01-03T12:54:26-05:00,#2650,product,order,Online Store,,Canada,Ontario,Toronto,Canada,Ontario,Toronto,,DOGORA,Clinic Order Medical Snuggie,M2,,3,68.070,0.000,0.000,68.070,0.000,8.850,76.920
4829129081008,15526803472560,2023-01-03T19:01:31-05:00,#2651,product,order,Online Store,,United States,Maryland,Baltimore,Canada,British Columbia,Vancouver,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-S,,2,93.500,0.000,0.000,93.500,0.000,4.680,98.180
4829129081008,15526803439792,2023-01-03T19:01:31-05:00,#2651,product,order,Online Store,,United States,Maryland,Baltimore,Canada,British Columbia,Vancouver,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-M,,2,99.000,0.000,0.000,99.000,0.000,4.950,103.950
4830134108336,15530099769520,2023-01-04T14:16:16-05:00,#2652,product,order,Online Store,,Canada,Ontario,Barrie,Canada,Ontario,Barrie,,DOGORA,Hoodie,M2,,1,64.990,0.000,0.000,64.990,0.000,8.450,73.440
4830750998704,15532215730352,2023-01-04T23:06:17-05:00,#2653,shipping,order,Online Store,,Canada,Ontario,Orleans,Canada,Ontario,Orleans,,,,,,0,0.000,0.000,0.000,0.000,5.990,0.780,6.770
4830750998704,15532215697584,2023-01-04T23:06:17-05:00,#2653,product,order,Online Store,,Canada,Ontario,Orleans,Canada,Ontario,Orleans,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-XS,,1,44.750,0.000,0.000,44.750,0.000,5.820,50.570
4831055380656,15533125042352,2023-01-05T06:55:50-05:00,#2654,product,order,Online Store,,Canada,Quebec,Mont Tremblant,Canada,Quebec,Mont Tremblant,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-S,,2,93.500,0.000,0.000,93.500,0.000,4.680,98.180
4728691949744,15533936869552,2023-01-05T11:05:09-05:00,#2375,product,return,Online Store,,Canada,Ontario,East Gwillimbury,Canada,Ontario,East Gwillimbury,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-S,,-2,0.000,0.000,-93.500,-93.500,0.000,-12.160,-105.660
4728691949744,15533936836784,2023-01-05T11:05:09-05:00,#2375,unknown,return,Online Store,,Canada,Ontario,East Gwillimbury,Canada,Ontario,East Gwillimbury,,,,,,0,0.000,0.000,8.000,8.000,0.000,0.000,8.000
4831774081200,15535458287792,2023-01-05T16:24:30-05:00,#2655,product,order,Online Store,,Canada,Ontario,Burlington,Canada,Ontario,Burlington,,DOGORA,Clinic Order Medical Snuggie,S,,4,71.160,0.000,0.000,71.160,0.000,9.250,80.410
4831774081200,15535458320560,2023-01-05T16:24:30-05:00,#2655,product,order,Online Store,,Canada,Ontario,Burlington,Canada,Ontario,Burlington,,DOGORA,Clinic Order Medical Snuggie,M2,,10,226.900,0.000,0.000,226.900,0.000,29.500,256.400
4782544388272,15537221402800,2023-01-06T00:16:50-05:00,#2534,product,return,Online Store,,Canada,Alberta,Calgary,Canada,Alberta,Calgary,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-XXS,,-1,0.000,0.000,-36.770,-36.770,0.000,-1.840,-38.610
4832297124016,15537276944560,2023-01-06T00:37:21-05:00,#2656,product,order,Online Store,,Canada,Alberta,Edmonton,Canada,Alberta,Edmonton,Clothing,DOGORA,3 Season Heated Coat,XS,3HC01-001,1,175.990,0.000,0.000,175.990,0.000,8.800,184.790
4832297124016,15537276911792,2023-01-06T00:37:21-05:00,#2656,product,order,Online Store,,Canada,Alberta,Edmonton,Canada,Alberta,Edmonton,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-XXS,,2,86.500,0.000,0.000,86.500,0.000,4.330,90.830
4832850608304,15538959941808,2023-01-06T11:50:52-05:00,#2657,product,order,Online Store,,Canada,Ontario,Fonthill,Canada,Ontario,Fonthill,,DOGORA,Clinic Order Medical Snuggie,L,,2,50.780,0.000,0.000,50.780,0.000,6.600,57.380
4832850608304,15538959974576,2023-01-06T11:50:52-05:00,#2657,product,order,Online Store,,Canada,Ontario,Fonthill,Canada,Ontario,Fonthill,,DOGORA,Clinic Order Medical Snuggie,M2,,3,68.070,0.000,0.000,68.070,0.000,8.850,76.920
4832850608304,15538960007344,2023-01-06T11:50:52-05:00,#2657,product,order,Online Store,,Canada,Ontario,Fonthill,Canada,Ontario,Fonthill,,DOGORA,Clinic Order Medical Snuggie,M1,,5,97.250,0.000,0.000,97.250,0.000,12.640,109.890
4819555680432,15539682803888,2023-01-06T14:28:32-05:00,#2630,product,return,Online Store,,Canada,Ontario,Scarborough,Canada,Ontario,Scarborough,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-M,,-1,0.000,0.000,-42.080,-42.080,0.000,-5.470,-47.550
4819555680432,15539682771120,2023-01-06T14:28:32-05:00,#2630,product,return,Online Store,,Canada,Ontario,Scarborough,Canada,Ontario,Scarborough,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-L,,-1,0.000,0.000,-43.990,-43.990,0.000,-5.720,-49.710
4745363718320,15541432418480,2023-01-06T21:02:16-05:00,#2452,unknown,return,Online Store,,Canada,Ontario,Toronto,Canada,Ontario,Toronto,,,,,,0,0.000,0.000,-3.840,-3.840,0.000,0.000,-3.840
4833695301808,15541913026736,2023-01-06T23:33:34-05:00,#2658,product,order,Online Store,,Canada,Ontario,Toronto,Canada,Ontario,Toronto,Clothing,DOGORA,3 Season Heated Coat,S,,1,182.990,0.000,0.000,182.990,0.000,23.790,206.780
4818047205552,15546024919216,2023-01-08T01:33:15-05:00,#2627,unknown,return,Online Store,,Canada,Ontario,Aurora,Canada,Ontario,Toronto,,,,,,0,0.000,0.000,-9.600,-9.600,0.000,0.000,-9.600
4820777828528,15546036224176,2023-01-08T01:40:35-05:00,#2633,unknown,return,Online Store,,Canada,Ontario,Mississauga,Canada,Ontario,Mississauga,,,,,,0,0.000,0.000,-102.320,-102.320,0.000,0.000,-102.320
4835909861552,15548817342640,2023-01-08T19:32:19-05:00,#2659,shipping,order,Online Store,,United States,New York,New York,United States,New York,New York,,,,,,0,0.000,0.000,0.000,0.000,19.990,0.000,19.990
4835909861552,15548817309872,2023-01-08T19:32:19-05:00,#2659,product,order,Online Store,,United States,New York,New York,United States,New York,New York,Clothing,DOGORA,3 Season Heated Coat,XS,3HC01-001,2,351.980,0.000,0.000,351.980,0.000,0.000,351.980
4760433033392,15548879700144,2023-01-08T19:52:25-05:00,#2481,product,return,Online Store,,Canada,Ontario,Maple,Canada,Ontario,Maple,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-M,,-1,0.000,0.000,-42.080,-42.080,0.000,-5.470,-47.550
4760433033392,15548879667376,2023-01-08T19:52:25-05:00,#2481,product,return,Online Store,,Canada,Ontario,Maple,Canada,Ontario,Maple,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-L,,-1,0.000,0.000,-43.990,-43.990,0.000,-5.720,-49.710
4836427268272,15550459838640,2023-01-09T07:31:05-05:00,#2660,product,order,Online Store,,Canada,Manitoba,Winnipeg,Canada,Manitoba,Winnipeg,Clothing,DOGORA,"High-Top Boots ""Don't Fall Off""",2-XS,,2,89.500,0.000,0.000,89.500,0.000,4.480,93.980
4836712972464,15551409488048,2023-01-09T12:31:08-05:00,#2661,product,order,Online Store,,Canada,Ontario,Mississauga,Canada,Ontario,Mississauga,,DOGORA,Clinic Order Medical Snuggie,S,,4,71.160,0.000,0.000,71.160,0.000,9.250,80.410
